Account Number,Account Source,Annual Revenue,State Code,Country Code,Channel Program Name,Industry,Name,Number of employees,Ownership,Rating,Site,Type,Year Started,Total Opportunity Amount,First Sale Date,Last Sale Date,Average Sales Cycle ,Number of Renewals,Num Opportunities Won,Num Opportunities Lost
825,4,$336952.42,OH,US,3,Electrical Products,Borer and Sons,27652,3,2,US,2,1984,315307,11-08-2015,9/18/2018,43,3,4,4
826,4,$192026.43,TX,US,2,Major Pharmaceuticals,Trantow-Waelchi,47551,1,2,US,7,1932,332227,11-06-2017,7/14/2018,77,3,1,1
827,5,$287843.37,NC,US,3,Marine Transportation,Ankunding Inc,90053,1,3,US,1,1922,876074,10-09-2015,7/31/2018,75,3,4,5
828,2,$693073.93,NC,US,3,Electric Utilities: Central,Adams-Miller,84596,1,1,US,5,1935,561846,6/23/2015,12-03-2018,35,3,4,3
829,4,$203734.37,GA,US,3,Military/Government/Technical,"Heathcote, Champlin and Green",383,1,1,US,1,1950,122275,06-04-2017,01-02-2019,72,4,4,3
830,5,$693110.89,TX,US,2,Major Banks,Rutherford Inc,6315,2,2,US,7,1965,757968,03-12-2017,08-11-2018,62,2,4,2
831,1,$569144.14,TN,US,2,,"Kovacek, Hills and Lemke",61231,2,3,US,4,1986,575359,12-10-2015,11-07-2018,57,4,2,5
832,2,$937808.16,CA,US,2,,"Corkery, Bergstrom and Carter",21629,4,1,US,2,1984,880207,9/14/2016,01-10-2019,66,4,5,4
833,2,$755986.84,IL,US,2,Medical Specialities,Okuneva-Strosin,65024,2,3,US,4,1919,428277,6/22/2016,2/24/2018,62,2,5,2
834,2,$589848.63,NJ,US,3,,Legros Inc,45959,3,2,US,1,1952,486525,7/18/2015,8/20/2018,49,5,2,4
835,2,$118482.47,IA,US,2,Clothing/Shoe/Accessory Stores,Gleichner-Balistreri,85063,4,2,US,2,2000,208493,06-12-2016,07-12-2018,77,5,2,3
836,3,$36282.77,CA,US,3,Precious Metals,Pollich-Waelchi,81475,1,3,US,6,1996,347583,03-06-2017,07-11-2018,80,2,2,5
837,1,$30115.46,PA,US,2,Semiconductors,Quitzon-Schmeler,65646,4,2,US,1,1930,828026,12/17/2015,1/14/2019,30,2,2,2
838,3,$531167.37,FL,US,3,Life Insurance,Zemlak LLC,37739,1,2,US,2,1922,843001,9/13/2016,3/13/2018,50,1,5,5
839,2,$147772.73,NY,US,3,Computer peripheral equipment,"Boyer, Carter and Hammes",75884,2,3,US,7,1930,54654,7/23/2015,02-06-2018,46,3,3,4
840,3,$244732.07,IA,US,3,Computer Manufacturing,Kihn-Breitenberg,5654,3,3,US,1,1919,519959,05-11-2015,4/17/2018,56,2,3,4
841,4,$111218.45,VA,US,2,,Gaylord-Stoltenberg,18171,2,1,US,5,1944,384799,1/31/2016,11-05-2018,31,5,5,2
842,3,$439113.62,MS,US,2,Major Banks,Koss Inc,39669,3,2,US,1,1920,156361,8/31/2015,11-02-2018,90,1,5,3
843,1,$132825.27,IL,US,3,Business Services,O'Hara-Schuppe,69158,3,1,US,5,1908,921997,1/29/2017,3/21/2018,43,5,1,3
844,4,$150180.94,PA,US,2,Major Pharmaceuticals,"West, Murphy and Bruen",70623,2,2,US,7,1973,641964,1/22/2018,3/26/2018,47,4,2,5
845,3,$591715.57,MI,US,3,,Lowe Inc,45214,2,1,US,6,1925,101013,4/15/2015,3/18/2018,35,4,4,1
846,3,$939932.03,DC,US,2,,"Robel, Hills and Stokes",98458,1,2,US,7,1997,784032,11/23/2015,7/24/2018,77,2,5,5
847,3,$845210.29,NY,US,3,Diversified Commercial Services,Maggio-Satterfield,84455,3,3,US,6,1955,865069,01-09-2018,8/15/2018,81,3,4,5
848,5,$593302.23,TX,US,2,,"Prohaska, Jast and Ankunding",74828,4,1,US,4,1943,141877,9/27/2017,11-08-2018,64,2,2,4
849,2,$774097.07,FL,US,2,Major Banks,Jacobi Inc,61845,1,2,US,3,1901,109544,5/27/2016,5/18/2018,39,1,3,1
850,3,$299869.25,TX,US,2,,Lynch LLC,87448,4,3,US,2,1918,352940,05-08-2016,10/19/2018,71,2,4,4
851,3,$275849.31,MI,US,3,Hospital/Nursing Management,"D'Amore, Baumbach and Gutkowski",30828,1,2,US,4,1903,800698,05-12-2017,7/27/2018,60,2,5,5
852,1,$228105.94,NC,US,3,,Hilll-Ward,97284,2,3,US,1,1949,578707,2/27/2016,02-10-2018,83,2,4,4
853,5,$116899.23,FL,US,3,Marine Transportation,"Smith, Yundt and Vandervort",45211,3,3,US,6,1948,558599,10/16/2015,06-12-2018,66,2,3,5
854,2,$227392.79,MA,US,2,Business Services,"Emard, Miller and Cartwright",59116,2,2,US,2,1924,71270,4/23/2017,10/20/2018,78,4,2,3
855,4,$95768.20,PA,US,3,,"Wintheiser, Renner and Kerluke",95762,4,1,US,3,1926,261852,3/17/2016,12-02-2018,61,2,2,5
856,2,$722492.60,CA,US,3,Electric Utilities: Central,Rosenbaum Inc,86788,3,2,US,2,1949,316199,2/17/2017,10-09-2018,45,5,3,3
857,4,$590343.84,VA,US,3,Natural Gas Distribution,Waters LLC,14194,3,3,US,1,1933,117218,2/20/2016,10-12-2018,71,2,5,4
858,4,$604993.52,AZ,US,3,,Sauer-Lebsack,46855,3,2,US,6,1941,980983,12-04-2015,11/23/2018,39,3,2,3
859,4,$44743.00,SD,US,3,Other Consumer Services,Senger Inc,85411,4,2,US,2,1961,815723,05-05-2015,6/26/2018,87,5,4,1
860,1,$19867.36,PA,US,2,Industrial Machinery/Components,"Lubowitz, Grant and Lang",55572,4,1,US,7,1922,97891,8/23/2017,2/17/2018,89,5,4,2
861,1,$960649.50,TX,US,3,Oil & Gas Production,"Brekke, McLaughlin and Schmidt",35413,2,1,US,1,1917,796275,02-07-2016,3/13/2018,70,5,3,4
862,4,$990011.86,MI,US,2,,Heidenreich-Green,72589,4,3,US,1,1926,611772,09-09-2016,9/15/2018,38,5,1,5
863,3,$828894.48,TX,US,3,,Hagenes Group,48107,3,3,US,5,1909,862471,12/22/2015,10/26/2018,69,2,2,2
864,3,$830273.32,DC,US,3,Major Pharmaceuticals,Reinger LLC,4945,2,3,US,7,1975,588063,8/29/2017,9/13/2018,64,1,4,5
865,3,$487075.71,TX,US,3,Industrial Specialties,Marquardt LLC,36552,1,1,US,3,1910,266124,2/14/2015,08-08-2018,47,1,5,3
866,5,$255338.07,MS,US,3,Savings Institutions,Quigley and Sons,86660,1,3,US,6,1950,719212,10/17/2016,2/19/2018,75,2,4,4
867,2,$771702.94,TX,US,2,Consumer Electronics/Video Chains,Pollich-Schowalter,54255,1,2,US,6,1910,574930,6/21/2015,2/13/2018,83,5,3,3
868,2,$241564.14,NJ,US,2,,Zemlak and Sons,62464,2,3,US,2,1904,29250,08-12-2017,9/22/2018,49,5,1,5
869,4,$880295.84,OH,US,2,,Padberg Group,16613,1,2,US,1,1970,761763,12-03-2015,07-12-2018,80,2,1,3
870,5,$911786.17,TX,US,2,Major Banks,Emmerich Inc,23921,3,1,US,5,1981,984738,7/30/2016,6/26/2018,34,3,5,1
871,1,$746884.00,CT,US,3,Catalog/Specialty Distribution,"Mraz, Rolfson and McGlynn",50379,3,2,US,1,1938,830782,07-08-2016,02-02-2019,67,4,2,5
872,2,$475627.18,AZ,US,3,Major Banks,Durgan-Nienow,56828,3,3,US,2,1915,644351,09-08-2017,10/24/2018,50,5,4,5
873,2,$800292.77,CA,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Little and Sons,68724,3,3,US,1,1926,72282,06-01-2017,1/21/2019,50,2,1,3
874,5,$298405.95,CA,US,3,,MacGyver and Sons,40845,1,2,US,2,1998,971232,3/21/2015,2/18/2018,71,4,1,3
875,5,$191222.60,CA,US,2,,"Schoen, Schneider and Shields",39378,3,2,US,1,1989,228487,7/31/2015,03-02-2018,35,1,4,4
876,3,$28545.13,IL,US,2,Engineering & Construction,"Bosco, Gleichner and D'Amore",9267,3,1,US,1,1998,985736,5/31/2015,10/30/2018,64,1,5,3
877,2,$210063.68,WV,US,2,Property-Casualty Insurers,"Bosco, Robel and Anderson",17050,1,2,US,1,1974,104492,12/18/2016,11/21/2018,67,1,1,4
878,5,$152387.31,CA,US,2,,Hickle Inc,31471,1,1,US,4,1948,991219,5/26/2017,3/17/2018,45,2,5,5
879,4,$805871.75,KS,US,2,Computer Software: Prepackaged Software,Hamill Inc,34704,4,1,US,5,1940,686141,10-02-2017,3/24/2018,30,5,5,5
880,2,$376837.25,DC,US,2,Auto Manufacturing,Hauck-Goldner,2186,2,3,US,1,1908,336227,12/27/2016,07-12-2018,67,1,3,1
881,5,$839730.96,TX,US,3,"Computer Software: Programming, Data Processing",Wintheiser and Sons,44352,2,3,US,2,1932,377463,11-12-2016,12/25/2018,53,3,2,1
882,2,$314697.17,TX,US,2,Radio And Television Broadcasting And Communications Equipment,"Johns, Goldner and Erdman",11228,3,2,US,7,1986,176407,04-04-2016,05-01-2018,42,4,3,4
883,3,$479734.83,NV,US,3,Major Banks,Gorczany LLC,2168,1,1,US,5,1941,578662,8/18/2017,8/27/2018,49,3,4,3
884,3,$94822.57,LA,US,3,,Weissnat-Blick,53323,4,3,US,4,1911,471977,03-04-2015,7/25/2018,45,2,1,3
885,5,$607094.70,VA,US,2,Restaurants,"Rogahn, Johns and Kessler",1642,1,2,US,1,1998,993955,6/21/2015,3/31/2018,86,3,1,3
886,1,$991114.10,TX,US,3,Hospital/Nursing Management,Bartell LLC,89494,1,3,US,6,1945,794283,12/20/2016,10/23/2018,42,2,2,4
887,3,$606427.51,FL,US,2,,"Feil, Jaskolski and Zemlak",68302,3,2,US,3,1903,192982,07-09-2016,1/17/2019,58,1,1,3
888,1,$145792.29,FL,US,2,Major Pharmaceuticals,Funk LLC,95695,3,3,US,1,1945,193227,2/27/2017,4/20/2018,39,1,2,5
889,4,$458500.72,WA,US,2,Semiconductors,"Fahey, Lebsack and MacGyver",32721,1,2,US,6,1997,716117,2/26/2017,5/25/2018,69,3,5,5
890,2,$920680.48,NY,US,3,Major Pharmaceuticals,Haley-Hudson,44415,1,1,US,7,1996,432744,03-11-2017,3/17/2018,69,5,1,2
891,4,$962849.68,TX,US,3,,Crona LLC,29468,3,1,US,2,1948,290094,1/13/2017,9/28/2018,78,5,3,5
892,5,$653858.03,WA,US,3,Farming/Seeds/Milling,"Kemmer, Rice and Blick",23138,2,1,US,4,1998,725665,7/24/2016,10/23/2018,89,1,3,3
893,3,$440903.38,AL,US,2,Telecommunications Equipment,Pfeffer-Haley,51218,4,3,US,2,1924,45839,4/30/2016,12/28/2018,48,4,5,5
894,2,$371523.55,NV,US,2,Building operators,"Considine, Mayert and Jakubowski",75690,4,1,US,6,1959,225784,03-03-2017,3/13/2018,62,4,4,3
895,2,$92589.39,GA,US,3,,Dickinson-Bayer,46905,2,2,US,7,1993,555310,9/17/2016,10/31/2018,72,1,3,5
896,4,$345756.67,LA,US,2,Real Estate Investment Trusts,"Walter, Rohan and Stamm",12329,4,3,US,2,1922,729599,11/13/2016,4/26/2018,81,3,1,3
897,1,$992283.90,CT,US,3,Integrated oil Companies,Marvin LLC,16740,1,1,US,3,1975,429455,03-05-2017,4/30/2018,48,4,4,5
898,3,$529064.91,CT,US,2,EDP Services,Wilderman-Powlowski,50997,1,1,US,5,1923,199522,4/18/2017,3/14/2018,56,2,2,5
899,4,$229770.13,TX,US,3,,"Renner, Walter and Terry",59861,1,3,US,1,1950,467752,7/25/2017,8/13/2018,87,3,1,2
900,2,$691645.75,MN,US,3,Real Estate Investment Trusts,Wisozk-Murphy,28035,1,3,US,2,1920,161069,02-07-2015,9/25/2018,63,3,4,3
901,3,$469632.17,TX,US,3,Auto Manufacturing,Strosin and Sons,17098,4,3,US,6,2000,80023,7/31/2016,12/18/2018,90,3,1,5
902,2,$599485.06,CO,US,2,,"Kessler, Daniel and Lubowitz",70349,4,1,US,5,1994,727967,7/30/2015,8/27/2018,35,4,3,1
903,5,$2576.82,PA,US,3,Major Banks,Deckow-Brekke,43719,3,2,US,6,1943,444424,7/13/2016,08-03-2018,34,5,2,5
904,5,$748785.24,LA,US,2,,Lubowitz-Hahn,6463,2,1,US,7,1911,154578,2/26/2016,02-12-2018,76,1,2,4
905,5,$734349.32,TN,US,3,Business Services,Considine-Dickens,6027,4,2,US,2,1993,59287,1/26/2017,3/31/2018,84,5,5,4
906,1,$887117.60,NY,US,3,,"Maggio, Larkin and Mayer",36280,4,2,US,4,1918,81469,5/19/2016,5/16/2018,67,3,2,3
907,3,$931047.90,OH,US,3,Office Equipment/Supplies/Services,Ortiz Group,91796,2,1,US,4,1982,473953,6/13/2015,11-10-2018,75,5,2,2
908,2,$605773.57,CA,US,3,Electric Utilities: Central,MacGyver-McGlynn,78617,3,1,US,1,1988,83878,3/31/2015,02-02-2019,42,3,1,2
909,4,$107604.77,AL,US,2,Major Banks,Powlowski and Sons,61205,1,3,US,4,1998,683078,3/31/2016,2/14/2018,76,5,1,1
910,5,$979277.24,VA,US,2,,Lang and Sons,96262,2,1,US,5,1950,863272,12/19/2015,10/23/2018,44,1,3,5
911,3,$842222.34,AL,US,3,Specialty Chemicals,Olson-Parker,5740,3,2,US,3,1980,426643,5/13/2016,5/21/2018,51,4,4,5
912,1,$579799.49,OH,US,2,Hotels/Resorts,"Gusikowski, Reynolds and Hansen",20152,4,3,US,2,1951,102347,7/20/2015,9/21/2018,66,5,5,2
913,2,$797873.18,LA,US,2,,Jerde LLC,93640,2,2,US,6,1934,573014,9/16/2016,5/20/2018,72,3,1,5
914,3,$875617.90,KS,US,2,Property-Casualty Insurers,"Flatley, Block and Tremblay",36032,2,1,US,4,1999,749902,6/29/2016,11/30/2018,44,1,2,1
915,2,$135419.22,CO,US,3,Farming/Seeds/Milling,"Flatley, Bernier and Senger",15226,1,2,US,1,1980,86058,2/13/2015,5/17/2018,50,4,2,4
916,5,$630154.08,NY,US,3,,Franecki-Nolan,22042,1,2,US,1,1999,769429,7/15/2016,02-03-2019,48,5,5,3
917,5,$529451.45,TX,US,2,Business Services,"Baumbach, Nienow and Daugherty",43491,1,2,US,7,1909,423137,11/22/2015,2/14/2018,37,2,3,2
918,1,$876156.14,TX,US,2,Semiconductors,Wolf-Glover,18296,1,1,US,1,1927,983860,6/18/2016,3/22/2018,34,5,4,5
919,3,$451079.89,GA,US,2,Industrial Machinery/Components,Deckow and Sons,19906,3,1,US,2,1988,72488,9/13/2015,3/15/2018,64,4,2,3
920,3,$513373.85,CT,US,2,Metal Fabrications,Kozey-Berge,18012,1,2,US,5,1986,643622,4/30/2016,02-07-2018,41,1,1,2
921,2,$301555.83,NY,US,2,Medical Specialities,Keeling-Weissnat,27433,2,2,US,4,1937,495445,12/17/2017,3/31/2018,53,1,4,1
922,5,$710861.21,TX,US,3,Oil & Gas Production,Purdy Group,25177,3,2,US,2,1968,448972,09-02-2015,1/25/2019,34,3,3,3
923,4,$365676.38,DC,US,2,,Ziemann Group,81273,3,3,US,2,1908,563144,08-08-2016,7/20/2018,45,4,1,3
924,4,$174063.49,FL,US,2,Computer Software: Prepackaged Software,Abshire LLC,69683,4,3,US,7,1947,916984,01-10-2017,04-11-2018,84,2,3,1
925,1,$412207.39,FL,US,2,Commercial Banks,Lynch Group,25042,4,2,US,1,1903,916414,04-08-2015,8/21/2018,79,4,3,3
926,3,$308562.21,NY,US,2,Savings Institutions,"Marquardt, Price and Paucek",13743,4,1,US,3,1922,40439,10/16/2016,03-04-2018,66,3,1,5
927,1,$976445.00,AZ,US,2,Major Banks,"Koss, Oberbrunner and Hane",38798,4,2,US,7,1946,683318,11-11-2017,04-02-2018,78,5,5,4
928,1,$369714.32,PA,US,3,Specialty Foods,Zieme-Schaden,82479,1,2,US,1,1939,176239,07-08-2015,11-08-2018,61,4,4,5
929,4,$519060.72,MI,US,3,Real Estate Investment Trusts,Murphy-Armstrong,42582,4,1,US,5,1955,679863,04-07-2017,11-10-2018,90,2,2,2
930,2,$533664.64,KS,US,3,Restaurants,"Rohan, Schaefer and Kub",66281,3,1,US,1,1983,188059,5/18/2016,3/31/2018,36,2,3,1
931,5,$187185.90,GA,US,2,Oil & Gas Production,Durgan Inc,71207,1,2,US,2,1932,711033,12-02-2016,02-01-2019,61,2,5,1
932,4,$199232.27,IN,US,2,Major Pharmaceuticals,Hirthe Group,75233,4,3,US,6,1938,837824,01-05-2017,11-05-2018,71,4,3,1
933,3,$215359.66,PA,US,3,Home Furnishings,Williamson-Upton,29143,3,2,US,1,1911,506303,6/14/2015,12-01-2018,88,3,3,1
934,4,$432897.25,TX,US,2,Package Goods/Cosmetics,"Rolfson, Ondricka and Terry",57185,3,3,US,7,1971,314578,04-02-2017,2/26/2018,74,5,2,4
935,5,$178805.87,CA,US,3,Major Banks,Howell-Graham,24099,2,2,US,2,1921,274674,9/26/2017,06-06-2018,36,1,4,5
936,4,$244260.94,OK,US,3,,"Konopelski, Homenick and Reynolds",14564,2,3,US,1,1967,687006,04-10-2016,12/29/2018,57,4,3,3
937,3,$163950.02,TN,US,3,,"Stracke, Haley and Herman",43524,4,1,US,7,1912,313007,10/29/2015,07-08-2018,60,4,4,1
938,5,$105138.46,MA,US,2,Radio And Television Broadcasting And Communications Equipment,Runte-Walter,54498,2,3,US,5,1928,269876,10-01-2016,10/25/2018,78,1,4,1
939,3,$288436.80,TN,US,2,Computer Software: Prepackaged Software,"Braun, Schiller and Leffler",41906,4,2,US,3,1944,271931,12-10-2016,8/14/2018,53,3,2,4
940,1,$708171.64,NY,US,2,Marine Transportation,"Wolff, Wolf and Bergnaum",40733,3,1,US,5,1921,861747,5/22/2017,9/29/2018,48,2,4,4
941,2,$322439.45,TX,US,2,Oil & Gas Production,Simonis Group,90290,3,3,US,1,1962,201718,10/24/2017,10-10-2018,52,1,3,4
942,1,$430937.47,OR,US,2,Hotels/Resorts,Kerluke-Buckridge,99234,2,3,US,5,1990,938312,03-03-2017,05-10-2018,87,1,2,3
943,4,$12679.30,CA,US,2,Biotechnology: Commercial Physical & Biological Resarch,Christiansen Inc,38324,2,1,US,2,1978,515566,09-08-2017,9/28/2018,37,1,3,3
944,4,$89597.08,OK,US,3,Finance Companies,Upton LLC,31209,3,2,US,5,1965,635147,12/27/2015,02-02-2019,61,5,1,3
945,2,$663350.53,MI,US,2,Major Pharmaceuticals,Rowe-Murphy,97814,2,1,US,3,1969,180627,4/17/2015,11/26/2018,79,1,5,1
946,1,$877823.41,VA,US,2,,Lockman LLC,58950,4,2,US,2,1976,472428,11/22/2017,06-08-2018,62,1,2,1
947,3,$943736.53,VA,US,2,EDP Services,"Gaylord, Eichmann and Will",7335,2,1,US,4,1902,37349,10/31/2015,2/13/2018,66,1,3,1
948,1,$870970.11,CA,US,3,Major Pharmaceuticals,"Fadel, Hoeger and Jenkins",72697,4,2,US,4,1951,733660,8/28/2015,10-08-2018,52,4,1,2
949,1,$660038.27,FL,US,3,,Kutch LLC,64842,3,1,US,2,1997,434407,7/29/2015,7/17/2018,69,4,2,5
950,1,$964775.34,CA,US,3,Integrated oil Companies,"Schroeder, Gorczany and Lebsack",89908,2,2,US,6,1946,334001,03-08-2015,9/20/2018,51,2,4,4
951,3,$28472.96,MI,US,2,Industrial Machinery/Components,Bernier-Douglas,93984,1,2,US,7,1900,869429,10/19/2016,12/16/2018,80,4,1,4
952,2,$901043.34,CA,US,3,Restaurants,Lesch Inc,82827,2,1,US,7,1940,292950,03-08-2016,4/30/2018,89,4,3,5
953,1,$643114.01,FL,US,2,Savings Institutions,Orn Inc,28237,2,1,US,3,1993,439245,5/17/2015,12/15/2018,44,5,2,1
954,4,$785742.93,TX,US,3,Industrial Specialties,Sporer-Thiel,68709,2,3,US,6,1925,407416,4/29/2017,05-07-2018,50,2,3,4
955,5,$164205.90,DC,US,2,Marine Transportation,Harber and Sons,71320,2,2,US,1,1980,52295,11-02-2015,10/25/2018,39,1,5,1
956,1,$711269.70,MI,US,2,Computer Communications Equipment,"Bernier, Beier and Breitenberg",12086,4,3,US,2,1929,984294,7/26/2017,06-11-2018,73,5,3,2
957,2,$794274.06,IN,US,2,Agricultural Chemicals,Hackett-Bartoletti,26170,2,3,US,5,1983,803762,10-01-2017,02-09-2018,72,5,1,5
958,2,$128862.19,TX,US,2,,"Smith, Cole and Brown",61343,4,1,US,5,1974,553146,4/24/2016,11/25/2018,62,5,4,4
959,2,$523308.15,TX,US,2,Banks,Denesik Inc,10894,4,3,US,3,1972,450926,10/17/2016,09-05-2018,65,2,1,5
960,5,$644950.98,MI,US,2,Major Banks,Jones-Rowe,5054,3,3,US,6,1912,212569,6/30/2015,01-08-2019,47,1,5,5
961,1,$388915.22,TX,US,2,,"Bartoletti, Kuhn and Medhurst",75527,3,3,US,3,1947,629833,9/17/2015,8/26/2018,68,3,4,3
962,1,$919862.29,FL,US,2,Real Estate Investment Trusts,Cronin-Feeney,32143,2,3,US,7,1911,423529,4/20/2015,8/21/2018,67,4,3,3
963,3,$422533.46,MD,US,3,EDP Services,Schmidt-Parker,10195,4,1,US,1,1954,755507,12-03-2017,06-10-2018,74,3,4,1
964,4,$858344.84,WA,US,3,,Block-Goldner,93514,4,2,US,6,1983,626387,08-01-2015,12-11-2018,50,5,1,1
965,3,$634345.77,PA,US,2,Real Estate Investment Trusts,Ryan-Casper,16903,4,2,US,7,1940,185533,02-02-2018,05-09-2018,43,4,3,2
966,1,$855078.00,OK,US,2,,"Pacocha, Muller and Hane",55029,1,3,US,7,1991,729136,11/30/2017,4/26/2018,42,4,4,4
967,4,$287263.29,AK,US,2,,Reichert-Kuhic,17202,1,1,US,2,1949,783770,4/29/2015,10-03-2018,90,3,3,4
968,4,$857640.71,TX,US,3,Major Banks,Kunde Group,16002,4,2,US,4,1987,100169,04-09-2015,03-10-2018,68,1,4,2
969,3,$483820.10,PA,US,2,,White-Murray,9962,4,2,US,5,1967,880558,9/22/2017,12/26/2018,72,5,2,5
970,4,$890660.81,DE,US,2,Major Pharmaceuticals,Ankunding-Kilback,69615,4,3,US,7,1959,25560,1/22/2018,01-10-2019,48,4,1,1
971,2,$718975.05,OH,US,2,Medical/Nursing Services,Haley Inc,70297,4,3,US,5,1992,644476,07-12-2016,05-04-2018,76,3,1,2
972,1,$126699.01,MN,US,3,,Hudson-Hilpert,52733,2,3,US,3,1978,76595,10/30/2017,05-11-2018,81,5,1,4
973,2,$468572.21,MT,US,2,Major Pharmaceuticals,Ward-Streich,54968,1,2,US,7,1930,130195,05-07-2017,04-03-2018,86,1,4,5
974,3,$682881.70,MD,US,2,Property-Casualty Insurers,Torphy-Turner,23562,2,1,US,5,1985,508205,07-11-2015,05-05-2018,90,3,2,5
975,5,$439765.96,SC,US,3,Electric Utilities: Central,Braun-Orn,16457,4,3,US,1,1963,398557,06-12-2015,04-02-2018,67,2,4,4
976,1,$967771.85,IA,US,3,Industrial Machinery/Components,"Koch, Koepp and Zulauf",10371,4,1,US,2,1992,230053,3/13/2015,12-07-2018,64,1,2,2
977,4,$320069.13,CT,US,3,Real Estate Investment Trusts,"Ferry, Goldner and Lemke",25097,1,2,US,4,1920,618165,8/14/2017,03-06-2018,57,5,2,2
978,4,$440748.26,PA,US,3,Computer Software: Prepackaged Software,Rowe-Jacobson,74020,4,3,US,1,1996,475186,12-04-2016,6/29/2018,66,1,5,4
979,1,$210451.44,TX,US,2,Property-Casualty Insurers,Weber and Sons,44197,2,1,US,3,1951,483836,12-04-2016,01-05-2019,81,3,2,5
980,5,$249551.03,FL,US,3,Investment Bankers/Brokers/Service,"Ratke, Aufderhar and Paucek",74302,3,2,US,7,1903,536322,1/21/2017,6/27/2018,60,5,5,2
981,1,$157856.22,MN,US,3,Ordnance And Accessories,Ernser-Kling,61976,4,3,US,7,1982,403235,12/25/2016,11/18/2018,51,3,2,3
982,2,$700008.13,VA,US,3,Industrial Machinery/Components,"Johnson, Jaskolski and Waters",45081,1,1,US,6,1968,192125,09-12-2016,1/23/2019,42,3,5,3
983,2,$18241.88,CO,US,2,Semiconductors,Heaney and Sons,58618,1,2,US,3,1917,783305,11/26/2016,6/26/2018,43,2,1,4
984,2,$269256.32,SC,US,2,Building Products,"Yundt, Bartoletti and Bartoletti",26000,3,2,US,7,1989,19379,10/13/2016,1/15/2019,32,4,2,4
985,2,$901345.01,AL,US,2,,"Murray, Daniel and Buckridge",83324,1,3,US,7,1936,747954,10/29/2015,12/22/2018,52,1,3,4
986,3,$748557.68,OH,US,3,Major Pharmaceuticals,Grady-Torp,14875,3,1,US,5,1979,259965,4/29/2017,10/18/2018,88,2,5,5
987,4,$300166.59,FL,US,3,,"Bosco, Morar and Grimes",85427,3,1,US,2,1922,791878,2/25/2015,5/17/2018,90,2,3,3
988,4,$272142.52,CO,US,3,Industrial Machinery/Components,Bartoletti-Wolf,33442,3,3,US,3,1978,481783,05-08-2015,11-06-2018,48,1,4,3
989,4,$351727.16,IL,US,3,,Tremblay LLC,93168,1,2,US,4,1918,386974,07-12-2015,4/17/2018,63,3,1,3
990,2,$183003.16,GA,US,2,Biotechnology: Biological Products (No Diagnostic Substances),Sauer-Donnelly,8310,2,1,US,7,1924,874433,08-09-2015,12/23/2018,32,2,5,1
991,2,$956064.97,OH,US,2,,Hermann Group,91933,2,2,US,3,1900,551231,8/29/2015,1/24/2019,41,2,2,4
992,1,$6038.53,SC,US,2,Finance: Consumer Services,Schneider LLC,46975,1,2,US,1,1983,692773,5/26/2017,08-08-2018,50,5,5,4
993,3,$705230.07,IL,US,2,Natural Gas Distribution,"Becker, Goodwin and Fahey",97818,1,1,US,4,1965,398464,10/25/2015,5/29/2018,44,2,5,3
994,4,$628060.59,FL,US,3,,"Larkin, Kassulke and Block",21726,3,3,US,1,1922,658625,06-03-2016,11-01-2018,61,3,1,5
995,1,$936078.85,VA,US,2,Major Chemicals,"Wilkinson, Gibson and Little",74656,1,1,US,1,1986,514128,11-02-2015,12/28/2018,68,3,1,2
996,1,$295418.16,IL,US,3,Metal Fabrications,Mosciski-Nikolaus,77306,4,2,US,1,1932,207352,5/21/2016,7/22/2018,64,5,1,2
997,2,$211911.96,CA,US,2,Major Pharmaceuticals,Moore Inc,56803,2,2,US,5,1931,945544,01-07-2017,6/16/2018,55,3,5,1
998,5,$421515.63,NY,US,2,Major Banks,Greenfelder-Conn,50772,1,3,US,4,1972,699560,4/25/2015,1/23/2019,51,1,3,3
999,4,$807485.65,CA,US,3,Medical Specialities,Rolfson LLC,97001,2,3,US,5,1908,699234,10/20/2016,6/27/2018,36,3,2,3
1000,3,$756616.14,CO,US,3,Shoe Manufacturing,Maggio Group,19221,3,2,US,6,1993,198156,11-03-2015,07-09-2018,37,5,2,5
1001,4,$926100.93,CA,US,3,Property-Casualty Insurers,"White, Hamill and Jast",19309,1,1,US,4,1911,540642,04-07-2017,8/16/2018,58,3,4,3
1002,2,$708434.07,CA,US,3,Oil Refining/Marketing,Block Inc,94299,2,2,US,4,1958,938137,11/28/2017,4/22/2018,45,2,3,4
1003,4,$676104.30,FL,US,3,Medical/Nursing Services,Bechtelar LLC,47813,3,3,US,6,1968,196255,02-02-2016,01-05-2019,68,4,3,2
1004,2,$613270.60,TX,US,3,Specialty Chemicals,"Hoppe, Runolfsdottir and Luettgen",88112,4,2,US,3,1928,882089,11/25/2016,5/18/2018,81,5,4,5
1005,3,$611297.09,CT,US,3,Electric Utilities: Central,Heidenreich-Lemke,73048,2,3,US,4,1945,265143,2/19/2015,08-05-2018,90,1,5,2
1006,5,$920984.26,TN,US,3,Electric Utilities: Central,"Kessler, Hintz and Volkman",40616,4,3,US,2,2000,381870,04-05-2017,09-03-2018,49,5,2,1
1007,5,$82507.77,VA,US,1,Metal Fabrications,"Kris, Cassin and Schultz",68984,4,1,US,7,1948,993882,12/24/2017,6/17/2018,69,5,2,2
